Image number,Original images,high noise,Low noise,large filter,small filter
image: 1,0.0,-8.273543310954867e-05,0.0011536551337996137,-0.0526735430564228,-0.017352775962642397
image: 2,0.0,-0.013082009832538266,-0.0007027198223606979,-0.024940317230284004,-0.012323600106021071
image: 3,0.0,-0.001353466087733124,0.0014470012659640874,-0.05208546659255042,-0.0030908725310022644
image: 4,0.0,-0.006610232128107518,0.006510590475344302,-0.04996217137976766,-0.01479205844749798
image: 5,0.0,-0.25042356739520666,8.666277020885627e-05,-0.03256689832807602,0.006092531502726373
image: 6,0.0,-0.005462333001146402,-0.004211653960836559,0.13024777367463614,0.21291002086678934
