,,0,1,2,3,4
1,1,0.8356656212376666,0.8268571571738565,0.835774532051818,0.7706188724605388,0.8203454773581199
1,2,0.8311271880680928,0.8187407197238766,0.8275020174080272,0.8013322735477552,0.8224836181215738
1,3,0.8532869874378295,0.6206091877158857,0.8506681615178414,0.7931021508639229,0.8519743376653371
2,1,0.8773065747369729,0.5923851728575676,0.5863545056889746,0.8224838149188061,0.8656730442749596
2,2,0.8661440393354674,0.8756424815170859,0.8732083509611576,0.8161056367751862,0.8754775512325318
2,3,0.6302200325158992,0.634490062234194,0.6246299962908353,0.7367250842597182,0.8440485634144606
3,1,0.6633459837119363,0.6975049852151622,0.673916937332682,0.7309438709940879,0.801259826404895
3,2,0.6981854130718127,0.6832024285317955,0.6892738826922522,0.6764802994813374,0.7718293954273496
3,3,0.7305369000128598,0.7174163379279439,0.6880004491717151,0.7581781119774188,0.7878771848585618
